scenario,class_count,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,min_class_f1
original_7class,7,0.9452282157676348,0.9405558504106801,0.8676421044572781,0.8919681273171379,0.9452074397502042,0.9452282157676348,0.9449450858445525,0.6666666666666666
merged_5class,5,0.950207468879668,0.9341269083471747,0.9402876428365226,0.9367812076632358,0.9502595428801952,0.950207468879668,0.9501424835741542,0.8898305084745762
