epoch,loss,eval_loss,eval_accuracy,eval_precision_macro,eval_recall_macro,eval_f1_macro,eval_f1_weighted,learning_rate,grad_norm,step,eval_precision_weighted,eval_recall_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.0,0.6577380787242543,,,,,,,6.6674558080808085e-06,9.45931625366211,4224,,,,,,,,,,
1.0,,0.5941242575645447,0.7493093922651933,0.728396659496417,0.7486845245721017,0.727004009125507,0.7595210117066942,,,4224,0.7851230343758221,0.7493093922651933,55.602,260.422,16.276,,,,,
2.0,0.5463438901034269,,,,,,,3.3341224747474748e-06,37.754398345947266,8448,,,,,,,,,,
2.0,,0.6205317974090576,0.7664364640883978,0.7327280816118736,0.746371989505071,0.7365660379711393,0.7715783586888351,,,8448,0.7805693198475976,0.7664364640883978,55.551,260.662,16.291,,,,,
3.0,0.47669217080780957,,,,,,,7.891414141414143e-10,33.784706115722656,12672,,,,,,,,,,
3.0,,0.6377019286155701,0.7634668508287292,0.7318711708038094,0.7476703562457874,0.7352741951041807,0.76989790522104,,,12672,0.7821433473698562,0.7634668508287292,55.3745,261.492,16.343,,,,,
3.0,,,,,,,,,,12672,,,,,,2502.0923,81.02,5.065,5899821971531796.0,0.5602580465451635
