run_name,accuracy,macro_f1,weighted_f1,neutral_precision,neutral_recall,neutral_f1
run_1_baseline,0.7416143986910281,0.6926732991543059,0.7364500011773212,0.5638247762600094,0.45255198487712667,0.5020973154362416
run_2_weighted_loss,0.7328197436596673,0.7033754261433636,0.7403101705141074,0.4723702664796634,0.6366729678638942,0.5423510466988728
