run_name,accuracy,macro_f1,weighted_f1,negative_f1,neutral_precision,neutral_recall,neutral_f1,positive_f1
run_1_baseline,0.7416143986910281,0.6926732991543059,0.7364500011773212,0.7833235466823253,0.5638247762600094,0.45255198487712667,0.5020973154362416,0.7925990353443504
run_2_weighted_loss,0.7328197436596673,0.7033754261433636,0.7403101705141074,0.7867059318468658,0.4723702664796634,0.6366729678638942,0.5423510466988728,0.7810692998843519
run_3_weighted_loss_lr_1e-5,0.7362285246795746,0.7093262951288682,0.7444675721927735,0.7861867537153165,0.4770146024878313,0.6669187145557656,0.5562036891061012,0.7855884425651868
run_4_weighted_loss_lr_1e-5_slang_norm,0.7321379874556858,0.6939878316231963,0.736052816178128,0.7791935765404084,0.4752765126870527,0.5523629489603025,0.5109284840006995,0.791841434328481
